dct1,dct2,dct3,dct4,dct5,dct6,dct7,dct8,dct9,dct10,dct11,dct12
8.89012929304771,-15.615295009823978,15.139168144806863,-7.038287652354775,-4.64595197701895,15.13695519265734,-22.76072911830116,29.302871877393414,-36.55875998337672,42.484337899306574,-41.05713981059904,26.73861871207488
